iter	Logloss
304	0.6775259431
305	0.6774768372
306	0.6774245114
307	0.6773831653
308	0.6773277195
309	0.6772798224
310	0.6772260491
311	0.6771620228
312	0.677121066
313	0.6770677621
314	0.6770063522
315	0.6769612987
316	0.6769269997
317	0.6768849297
318	0.6768329347
319	0.6767875724
320	0.6767311815
321	0.6766861
322	0.6766267249
323	0.6765667531
324	0.6765102294
325	0.6764648435
326	0.6764172213
327	0.6763583206
328	0.676316784
329	0.6762773945
330	0.6762182317
331	0.67615371
332	0.676111982
333	0.6760571919
334	0.6760006837
335	0.6759447751
336	0.6758899438
337	0.6758363368
338	0.6757676428
339	0.6757084863
340	0.6756587339
341	0.6756036402
342	0.6755551981
343	0.6755002979
344	0.6754482477
345	0.6754062384
346	0.6753589807
347	0.6753088254
348	0.6752635134
349	0.6752241491
350	0.6751647451
351	0.6751136683
352	0.6750730525
353	0.6750289253
354	0.6749746631
355	0.6749238146
356	0.6748821616
357	0.6748224667
358	0.6747700602
359	0.6747234077
360	0.6746741946
361	0.6746208767
362	0.6745629267
363	0.6745138553
364	0.6744638884
365	0.6744176807
366	0.6743754017
367	0.6743156242
368	0.674267842
369	0.6742057238
370	0.6741581351
371	0.6740956821
372	0.6740377661
373	0.674000566
374	0.6739397478
375	0.6738914117
376	0.6738314521
377	0.673784785
378	0.6737466157
379	0.6736956941
380	0.673640916
381	0.6735824683
382	0.6735318718
383	0.6734792467
384	0.6734291139
385	0.6733732161
386	0.6733337852
387	0.6732883269
388	0.67323722
389	0.6731934252
390	0.6731545581
391	0.6731109716
392	0.6730650164
393	0.6730314405
394	0.6729825357
395	0.6729375726
396	0.6728790231
397	0.6728283319
398	0.6727870844
399	0.6727318946
400	0.6726886707
401	0.6726372615
402	0.6725949902
403	0.6725572727
404	0.6725023176
405	0.6724564377
406	0.6724089681
407	0.6723506929
408	0.6722989008
409	0.6722433074
410	0.6721792083
411	0.6721366761
412	0.6720917026
413	0.6720543733
414	0.6720038854
415	0.6719572495
416	0.6719090626
417	0.671857159
418	0.6718141721
419	0.6717643715
420	0.6717151703
421	0.6716680261
422	0.6716237627
423	0.671578827
424	0.6715278079
425	0.6714753601
426	0.6714299386
427	0.6713814485
428	0.6713399456
429	0.6712928897
430	0.6712532781
431	0.6712101513
432	0.6711635332
433	0.6711149568
434	0.6710626389
435	0.6710208983
436	0.6709691574
437	0.6709234126
438	0.6708748901
439	0.6708135181
440	0.6707584949
441	0.6707196783
442	0.6706730827
443	0.6706245569
444	0.6705717326
445	0.6705117138
446	0.6704550645
447	0.6704096437
448	0.6703472589
449	0.6702911468
450	0.6702497962
451	0.6701983492
452	0.6701585645
453	0.6701118541
454	0.6700616952
455	0.6700105344
456	0.6699536622
457	0.6699021106
458	0.6698552143
459	0.6698095566
460	0.6697637422
461	0.6697283622
462	0.6696759628
463	0.6696185852
464	0.6695717947
465	0.6695197407
466	0.6694738135
467	0.6694387336
468	0.669399235
469	0.6693522623
470	0.6693021592
471	0.669256482
472	0.6691960982
473	0.6691512803
474	0.6690922904
475	0.6690372615
476	0.6689811961
477	0.6689316013
478	0.6688791994
479	0.6688304067
480	0.6687747949
481	0.6687296638
482	0.6686862296
483	0.6686292111
484	0.668580682
485	0.6685304647
486	0.6684888506
487	0.6684343044
488	0.6683784204
489	0.6683420198
490	0.6683034178
491	0.6682540728
492	0.6682044379
493	0.6681597008
494	0.6681077241
495	0.668059533
496	0.6680146017
497	0.6679733525
498	0.6679239755
499	0.6678793594
500	0.667827713
501	0.6677804492
502	0.667746985
503	0.6676998223
504	0.667644945
505	0.6675970529
506	0.6675537007
507	0.6674915775
508	0.6674392992
509	0.6673894215
510	0.6673359875
511	0.6672885494
512	0.6672457733
513	0.6671995116
514	0.6671705351
515	0.6671326084
516	0.6670797341
517	0.667024497
518	0.66697248
519	0.6669195745
520	0.666868962
521	0.6668161169
522	0.6667682638
523	0.6667146132
524	0.6666660474
525	0.6666192519
526	0.6665677882
527	0.6665149581
528	0.6664584775
529	0.6664128513
530	0.6663590417
531	0.6662999475
532	0.6662415395
533	0.6661925042
534	0.6661536789
535	0.6661143565
536	0.6660664205
537	0.666015796
538	0.6659568462
539	0.6659030368
540	0.6658545335
541	0.6658070251
542	0.6657615836
543	0.6657195424
544	0.6656695766
545	0.665624155
546	0.6655718225
547	0.6655259536
548	0.665474359
549	0.6654224144
550	0.6653832597
551	0.6653232381
552	0.6652739379
553	0.6652249283
554	0.6651820102
555	0.6651370725
556	0.6650839854
557	0.6650246958
558	0.6649835793
559	0.6649306124
560	0.6648714919
561	0.6648313779
562	0.6647790905
563	0.6647274098
564	0.6646925916
565	0.6646361389
566	0.6645827589
567	0.6645438021
568	0.6644927869
569	0.6644534168
570	0.6644042294
571	0.6643573176
572	0.6643003654
573	0.6642434261
574	0.664197578
575	0.6641463995
576	0.6641108487
577	0.6640654475
578	0.6640278186
579	0.6639891914
580	0.6639388262
581	0.6638874841
582	0.6638379766
583	0.6637839725
584	0.6637369896
585	0.6636887167
586	0.6636425322
587	0.6635987652
588	0.6635556248
589	0.6635067157
590	0.6634641157
591	0.6634238779
592	0.663382412
593	0.6633265717
594	0.6632736469
595	0.6632197041
596	0.6631738184
597	0.6631371831
598	0.6631002297
599	0.6630521583
600	0.6629996789
601	0.6629616106
602	0.6629121841
603	0.6628704897
604	0.6628147571
605	0.6627779405
606	0.6627374505
607	0.6626975744
608	0.6626495783
609	0.6626076274
610	0.6625606279
611	0.6625079492
612	0.6624584674
613	0.662413545
614	0.6623633108
615	0.6623242156
616	0.6622673425
617	0.6622238376
618	0.6621823424
619	0.6621332227
620	0.662082352
621	0.6620355124
622	0.6619912992
623	0.661943109
624	0.6618989636
625	0.6618500101
626	0.6617923835
627	0.6617410028
628	0.6616956769
629	0.6616362878
630	0.6615723323
631	0.6615123194
632	0.6614680771
633	0.6614260698
634	0.661378264
635	0.6613236574
636	0.6612738841
637	0.6612247204
638	0.6611813005
639	0.6611348771
640	0.6611018389
641	0.6610591874
642	0.6610018446
643	0.6609511382
644	0.6609045689
645	0.6608627459
646	0.6608065186
647	0.6607578655
648	0.6607131297
649	0.6606659942
650	0.6606247505
651	0.660585131
652	0.6605364277
653	0.6604966958
654	0.6604544511
655	0.6603995992
656	0.6603489748
657	0.6603000257
658	0.6602594318
659	0.6602212119
660	0.6601797889
661	0.6601341887
662	0.6600753244
663	0.660038621
664	0.6599963914
665	0.6599525161
666	0.6599063805
667	0.6598575586
668	0.6598219284
669	0.6597688054
670	0.6597231149
671	0.6596781722
672	0.6596283978
673	0.6595918007
674	0.6595552709
675	0.6595045069
676	0.6594574921
677	0.6594072822
678	0.6593655355
679	0.6593143909
680	0.6592666608
681	0.6592230318
682	0.659175376
683	0.6591296737
684	0.6590851455
685	0.6590330976
686	0.6589865252
687	0.6589449725
688	0.6589047936
689	0.6588482361
690	0.6587977128
691	0.6587600714
692	0.6587203847
693	0.6586691386
694	0.6586295398
695	0.6585901346
696	0.6585433468
697	0.6584970111
698	0.6584455077
699	0.6584079157
700	0.6583612156
701	0.6583254748
702	0.6582849212
703	0.6582383654
704	0.6581952266
705	0.6581457057
706	0.6580895783
707	0.6580406671
708	0.6579881904
709	0.6579342858
710	0.6578818023
711	0.6578442303
712	0.6577987311
713	0.6577430518
714	0.6576985684
715	0.6576525986
716	0.6576033701
717	0.657544711
718	0.6575046878
719	0.6574537055
720	0.6574097788
721	0.6573618056
722	0.6573061841
723	0.6572662492
724	0.6572125299
725	0.6571719384
726	0.6571354489
727	0.6570970746
728	0.6570583073
729	0.6570106984
730	0.6569655458
731	0.656926661
732	0.6568791847
733	0.6568291062
734	0.6567872776
735	0.6567416579
736	0.6566929714
737	0.65665158
738	0.6566098142
739	0.6565648723
740	0.6565207925
741	0.6564659413
742	0.6564158598
743	0.6563788389
744	0.6563285838
745	0.6562914328
746	0.6562547293
747	0.6562189322
748	0.6561745098
749	0.6561305455
750	0.6560772437
751	0.6560365036
752	0.6559895413
753	0.6559438297
754	0.6558898942
755	0.6558525293
756	0.6557985522
757	0.6557506419
758	0.6557047276
759	0.655673674
760	0.6556419061
761	0.6555963891
762	0.6555507254
763	0.6555022074
764	0.6554571001
765	0.6554104002
766	0.655357969
767	0.655308725
768	0.655259208
769	0.6552167632
770	0.6551628363
771	0.6551193749
772	0.6550724573
773	0.6550206323
774	0.6549704599
775	0.6549289207
776	0.6548819103
777	0.6548288139
778	0.6547751882
779	0.6547265073
780	0.6546803685
781	0.6546341276
782	0.6545970221
783	0.6545472554
784	0.6545033121
785	0.6544599213
786	0.6544112972
787	0.6543687333
788	0.6543232612
789	0.6542671882
790	0.6542277739
791	0.6541877764
792	0.6541501775
793	0.6541032214
794	0.6540588147
795	0.6540214442
796	0.6539680232
797	0.6539304369
798	0.6538863967
799	0.6538314719
800	0.6537807652
801	0.6537248491
802	0.6536804438
803	0.6536275587
804	0.6535850906
805	0.6535459635
806	0.6535011678
807	0.6534608663
808	0.6534016033
809	0.6533584696
810	0.6533127794
811	0.6532556234
812	0.6532118702
813	0.653173086
814	0.6531348601
815	0.6530928375
816	0.6530456453
817	0.6529959541
818	0.65295873
819	0.6529126421
820	0.6528610028
821	0.6528194222
822	0.6527859913
823	0.652741776
824	0.6526966752
825	0.6526532875
826	0.6526075015
827	0.6525522228
828	0.6525100329
829	0.6524637003
830	0.6524174727
831	0.6523603507
832	0.6523096862
833	0.6522688392
834	0.6522175974
835	0.652169969
836	0.6521220029
837	0.6520777323
838	0.6520284749
839	0.6519876485
840	0.6519453568
841	0.6519135652
842	0.6518740276
843	0.6518267041
844	0.6517815135
845	0.6517424649
846	0.6516879112
847	0.651640771
848	0.6515925597
849	0.651554465
850	0.6515046679
851	0.6514574953
852	0.6514220296
853	0.6513724345
854	0.6513152757
855	0.6512695163
856	0.651218511
857	0.6511807225
858	0.651131528
859	0.6511003375
860	0.6510568165
861	0.6510202227
862	0.6509632898
863	0.6509174834
864	0.650866253
865	0.6508244349
866	0.6507830704
867	0.6507342064
868	0.6506976951
869	0.6506461431
870	0.650603656
871	0.650560071
872	0.6505165662
873	0.6504701442
874	0.6504287996
875	0.6503891141
876	0.6503397842
877	0.6502923112
878	0.6502422131
879	0.650196628
880	0.6501533356
881	0.6501224598
882	0.650073755
883	0.6500230998
884	0.6499703773
885	0.6499220204
886	0.6498721539
887	0.6498344073
888	0.6497806024
889	0.649744873
890	0.6496934554
891	0.6496542484
892	0.6496097973
893	0.6495626215
894	0.6495195639
895	0.6494752975
896	0.6494316461
897	0.6493807337
898	0.6493392627
899	0.6492958227
900	0.6492462272
901	0.6491993573
902	0.6491515416
903	0.6491016916
904	0.6490498651
905	0.6490150619
906	0.6489725032
907	0.6489283714
908	0.6488837411
909	0.6488448372
910	0.6488029175
911	0.6487519021
912	0.6486994799
913	0.6486568473
914	0.6486139932
915	0.6485719113
916	0.6485192298
917	0.6484799199
918	0.6484325245
919	0.6483956876
920	0.6483619208
921	0.6483186886
922	0.6482776386
923	0.6482231516
924	0.648178587
925	0.6481350318
926	0.6480967954
927	0.6480504509
928	0.6480026437
929	0.6479546631
930	0.6479083374
931	0.6478592171
932	0.6478167083
933	0.6477711657
934	0.6477280468
935	0.6476799091
936	0.6476252495
937	0.6475875511
938	0.6475378354
939	0.6474849226
940	0.6474403631
941	0.6474036912
942	0.647361895
943	0.6473273557
944	0.647283644
945	0.6472363662
946	0.6471988423
947	0.647149059
948	0.6471018883
949	0.6470529304
950	0.6470208283
951	0.6469787617
952	0.6469256257
953	0.6468829761
954	0.6468340114
955	0.6467906316
956	0.6467553294
957	0.6467203538
958	0.6466747753
959	0.6466297966
960	0.6465849665
961	0.6465439329
962	0.6464992465
963	0.6464546677
964	0.6464031317
965	0.646351114
966	0.6463020002
967	0.6462582771
968	0.646206927
969	0.6461626123
970	0.6461197004
971	0.6460760047
972	0.6460433492
973	0.6459911265
974	0.645953355
975	0.6459177987
976	0.6458674629
977	0.6458276779
978	0.6457878111
979	0.6457527006
980	0.6457074532
981	0.6456663068
982	0.6456189768
983	0.6455800267
984	0.6455433199
985	0.6455037879
986	0.6454626126
987	0.6454147293
988	0.6453713769
989	0.6453277172
990	0.6452919512
991	0.6452507581
992	0.6452066927
993	0.6451688712
994	0.6451270321
995	0.6450820196
996	0.6450312452
997	0.6449859481
998	0.6449450751
999	0.6449082623
